"FILE_NAME","SOURCE","BOAT_ID","TRIP_ID","DATE_TIME","LONGITUDE","LATITUDE","GEAR","PASSIVE_ACTIVE","STATUS","SPEED","COURSE","HEADING","QUALITY"
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:33:20,-7.780166667,36.99293333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:33:40,-7.779783333,36.99246667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:34:00,-7.779483333,36.99195,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:34:20,-7.7793,36.99145,"FPO","Passive","not_fishing",9,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:34:40,-7.779083333,36.99103333,"FPO","Passive","not_fishing",9,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:35:00,-7.778666667,36.99073333,"FPO","Passive","not_fishing",9,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:35:20,-7.77815,36.99063333,"FPO","Passive","not_fishing",3,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:35:40,-7.777983333,36.99051667,"FPO","Passive","not_fishing",2,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:36:00,-7.7779,36.99043333,"FPO","Passive","not_fishing",2,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:36:20,-7.7778,36.99038333,"FPO","Passive","not_fishing",4,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:36:40,-7.777583333,36.99025,"FPO","Passive","not_fishing",2,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:37:00,-7.77745,36.99018333,"FPO","Passive","not_fishing",1.2,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:37:20,-7.777383333,36.99015,"FPO","Passive","not_fishing",0.7,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:37:40,-7.77735,36.99015,"FPO","Passive","not_fishing",0.4,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:38:00,-7.777316667,36.99013333,"FPO","Passive","not_fishing",0.2,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:38:20,-7.777316667,36.99011667,"FPO","Passive","not_fishing",2,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:38:40,-7.7772,36.99003333,"FPO","Passive","not_fishing",4,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:39:00,-7.7771,36.98985,"FPO","Passive","not_fishing",5,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:39:20,-7.777266667,36.98965,"FPO","Passive","not_fishing",5,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:39:40,-7.7774,36.98938333,"FPO","Passive","not_fishing",7,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:40:00,-7.7773,36.98906667,"FPO","Passive","not_fishing",9,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:40:20,-7.777416667,36.98861667,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:40:40,-7.77775,36.98818333,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:41:00,-7.778033333,36.98775,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:41:20,-7.778433333,36.98735,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:41:40,-7.778966667,36.98705,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:42:00,-7.779566667,36.98683333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:42:20,-7.780166667,36.98665,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:42:40,-7.7808,36.98645,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:43:00,-7.7814,36.98623333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:43:20,-7.782016667,36.986,"FPO","Passive","not_fishing",11,NA,NA,NA
